u,v
2949952854,2949952865
4691122744,1539071374
4691122744,4524874425
4691122744,2949952844
1539071443,11860247124
1539071443,1539071374
1539071443,2949952899
1539071391,2949952862
1539071391,2949952879
1539071391,2949952844
2949952862,2949952865
2949952862,1539071391
2949952862,2949952849
2949952862,2949952882
2949952879,2949952882
2949952879,2949952892
2949952879,1539071391
1539071412,2949952884
2949952884,2949952872
2949952884,1539071412
2949952884,2949952887
1539071429,2948670278
1539071429,2948671537
1539071429,1539071453
2948670278,2948670284
2948670278,2948671537
2948670278,1539071429
2948671537,2948671538
2948671537,2948670278
2948671537,1539071429
1539071453,2948671564
1539071453,1539071449
1539071453,1539071459
1539071453,1539071429
11860247124,1539071443
11860247124,1539071447
11860247124,11860247104
2949952899,2949952896
2949952899,2949952871
2949952899,1539071443
1539071447,11033807108
1539071447,11860247124
1539071447,2949952898
11033807108,1539071447
11033807108,11033764392
11033807108,11033764392
2949952898,2949952903
2949952898,1539071447
2949952898,2949952878
1539071449,2949952926
1539071449,11033764392
1539071449,1539071453
2949952926,1539071449
2949952926,2949952922
2949952926,2949952903
11033764392,11033807108
11033764392,11033807108
11033764392,1539071449
2948671564,1539071453
2948671564,2948671563
2948671564,2948671566
1539077589,13042497045
1539077589,5299674032
1539077589,1539077595
13042497045,1539077589
13042497045,13042497045
13042497045,13042497045
2418111968,1539077596
2418111968,1539077626
2418111968,3540614251
1539077618,1539077633
1539077633,1539077645
1539077633,1539077626
1539077633,1539077618
1539077626,1539077640
1539077626,1539077633
1539077626,2418111968
1539077640,1539077626
1539077640,3539495200
1539077640,3539495199
1539077627,4957283798
4957283798,1539077642
4957283798,1539077627
4957283798,1539077645
1539077645,3539495201
1539077645,1539077633
1539077645,4957283798
1539077639,2499511115
1539077639,1539077651
1539077639,1539077650
2499511115,1539077639
1539077651,1539077650
1539077651,1539077652
1539077651,1539077639
1539077650,1539077651
1539077650,3537202091
1539077650,1539077639
3539495200,1539077640
3539495199,1539077640
1539077642,1539077647
1539077642,4957283798
1539077642,13161982541
1539077647,1539077648
1539077647,1539077642
1539077647,13161982546
13161982541,13161982542
13161982541,1539077642
13161982541,13161982546
3539495201,1539077645
1539077648,3539495197
1539077648,1539077652
1539077648,1539077647
13161982546,13161982541
13161982546,1539077647
13161982546,3539495210
3539495197,1539077648
3539495197,3539495091
3539495197,3539495193
1539077652,1539077662
1539077652,1539077651
1539077652,1539077648
3537202091,1539077666
3537202091,1539077650
3537202091,3537202195
1539077662,1539077652
1539077666,3537202091
1539084020,2418112064
1539084020,13288027927
1539084020,2610198092
2418112064,2418112050
2418112064,10955692572
2418112064,1539084020
13288027927,1539084020
13288027927,2418111961
13288027927,13288027922
2610198092,2610198102
2610198092,1539084020
2610198092,13288027911
1539086867,1539086868
1539086867,10132397974
1539086867,9128801179
1539086868,9128801194
1539086868,1539086867
1539086868,13152957880
9128801179,9128801180
9128801179,9128801178
9128801179,1539086867
9128801194,9128801178
9128801194,7927758679
9128801194,7927758676
2607806148,1539086876
2607806148,10304931440
2607806148,4755412032
2607806148,8196726208
2607806148,8196750020
10250851625,6675304503
10250851625,2612528446
10250851625,1539086876
9330523419,1539086879
9330523419,8242928670
9330523419,9330523417
8196726198,10247412403
8196726198,6675304502
8196726198,1539086879
1539086883,9330508503
1539086883,8242928670
1539086883,9330508505
9330508503,9330508512
9330508503,1539086883
9330508503,9330508504
8242928670,1539086883
8242928670,9330523419
8242928670,1828255397
9330508505,9330508504
9330508505,1828255397
9330508505,1539086883
1539086884,9330508512
1539086884,9330508516
1539086884,3210623963
9330508512,9330508503
9330508512,1539086884
9330508512,9330508516
9330508516,9330508512
9330508516,1539086884
9330508516,9330508504
9330508516,9330508515
9330508516,1921937608
3210623963,10304785699
3210623963,10304785698
3210623963,1539086884
10132397966,1539086886
10132397966,2330327274
10132397966,1921937626
10311650984,1832521296
10311650984,10311650983
10311650984,1539086886
1564382652,1564382660
1564382652,10713003669
1564382652,1564382616
1564382623,6744542118
1564382623,2513765924
1564382623,1564382636
6744542118,1564382623
6744542118,2836736553
6744542118,2513765932
2513765924,1564382623
2513765924,2513765932
1564382636,6744542115
1564382636,1564382623
6744542115,8534256542
6744542115,1564382636
6744542115,7519509004
1564382660,10114681905
1564382660,1564382652
1564382660,3974191300
10114681905,1564382660
10114681905,8691267004
4724598422,4724596608
4724598422,2836736585
4724598422,2836736561
4724598422,1564382741
2566715394,1564382741
2566715394,1925492198
2566715394,5054591183
1925492278,1925492272
1925492278,3978190598
1925492278,1564382765
1925492278,8830448628
8830448638,8830448637
8830448638,8830448628
8830448638,1564382765
9846902591,9846902600
9846902591,1564382809
9846902591,9846902601
9846902602,9846902601
9846902602,9846902609
9846902602,1564382809
9846902609,1564382852
9846902609,9846902602
9846902609,9846932821
1564382853,1601985020
1564382853,8316296799
1564382853,4494713878
1601985020,3978296962
1601985020,1564382853
1601985020,10564075845
1601985020,2566715547
4494713878,2418111586
4494713878,3627743196
1564395048,8733927118
1564395048,1564395051
1564395048,4262514176
8733927118,1564395048
8733927118,6280356318
8733927118,10564075845
4262514176,2566715532
4262514176,1564395048
4262514176,3978162854
9953414833,7475290954
9953414833,7475290945
9953414833,9042395003
9953414833,1564395051
1564399082,1564399109
1564399109,1564399103
1564399109,1564399114
1564399109,1564399082
1564399103,1564399129
1564399103,8733877213
1564399129,1564399140
1564399129,1564399117
8733877213,7475290959
8733877213,11182048128
8733877213,1564399103
1564399114,1564399133
1564399114,1564399117
1564399114,1564399109
1564399133,11189806159
1564399133,2566715586
1564399133,1564399114
1564399117,1564399114
1564399140,5299674035
1564399140,1564399129
1564399140,2767290990
11189806159,1564399133
11189806159,13042496945
11189806159,2566715586
2566715586,1564399133
2566715586,2767290990
2566715586,11189806159
5299674035,5299674032
5299674035,1564399140
5299674035,5299674036
1568204046,1568204075
1568204046,1568204089
1568204046,1568204038
1568204042,13399406371
1568204042,13399406373
1568204042,1568204079
13399406371,13399406369
13399406371,1568204042
13399406371,13399406370
13399406373,1568204042
13399406373,13399406374
13399406373,13399406372
1568204168,1568204179
1568204168,10091380660
1568204168,10091380658
1568204179,10719101879
1568204179,10719101881
1568204179,1568204168
10091380660,1568204185
10091380660,10091380662
10091380660,1568204168
10091380658,1568204168
10091380658,5843701487
10091380658,10091380662
1568204175,13510588321
1568204175,10091380652
1568204175,10719101879
13510588321,1568204175
13510588321,5843701487
13510588321,10719101879
10719101879,1568204179
10719101879,1568204175
10719101879,10719101881
10719101879,13510588321
1568204185,13510588307
1568204185,10091380660
1568204185,5843699773
13510588307,1568204185
13510588307,10091380662
13510588307,1569484453
5843699773,5843701485
5843699773,5843699772
5843699773,1568204185
5843699773,13510543098
1568204305,1568204340
1568204305,1568204343
1568204305,3309822971
1568204340,1568204305
1568204340,1568204349
1568204340,1568204369
1568204343,1568204305
1568204343,1568204366
1568204343,1568204349
1568204343,3309822972
3309822971,8403208967
3309822971,12111434638
3309822971,1568204305
1568204373,12111434628
1568204373,1568204369
1568204373,1568204311
1568204349,1568204340
1568204349,1568204380
1568204349,1568204343
1568204349,1568204377
1568204369,1568204373
1568204369,1568204377
1568204369,1568204340
1568204366,12106422173
1568204366,8242847227
1568204366,1568204343
3309822972,12111434638
3309822972,12111434633
3309822972,1568204343
1568204380,8242847232
1568204380,12106422173
1568204380,1568204349
1568204377,1568204369
1568204377,1568204383
1568204377,1568204349
1568204377,3309822977
12106422173,1568204380
12106422173,1568204366
12106422173,12106422175
8242847227,1568204366
8242847227,12106408698
8242847227,8242847228
12111434628,1568204373
12111434628,1568204386
12111434628,6916629472
1568204383,12106422182
1568204383,8242847232
1568204383,1568204377
3309822977,12106422182
3309822977,1568204377
3309822977,1568204386
8242847232,1568204383
8242847232,1568204380
8242847232,8242847229
1568204386,12111434628
1568204386,12106422178
1568204386,3309822977
1568204394,2617930048
2617930048,1568204394
2617930048,1568204406
2617930048,2617930047
1568204406,1568204415
1568204406,2617930048
1568204406,1568204411
1568204415,1568204406
1568204415,5076733748
1568204415,2508808914
1568204411,1568204406
5076733748,1568204452
5076733748,1568204415
5076733748,5076733751
2508808914,1568204415
2508808914,12104960876
2508808914,5076733729
8235910176,8235910167
8235910176,8235910177
8235910176,1568204450
1568204452,1601985032
1568204452,5076733748
1568204452,1568204450
1601985032,1568204452
1601985032,3207287863
1601985032,1601688409
1568204468,3406665781
1568204468,1568204490
1568204468,10175412154
3406665781,3406665782
3406665781,1568204468
3406665781,5251336455
1568204490,3259831215
1568204490,1568204468
1568204490,1568204529
10175412154,1568204468
10175412154,6166199543
10175412154,10175352193
1568204484,3259831216
3259831216,1568204518
3259831216,1568204484
3259831216,1601695077
3259831215,1568204490
3259831215,3259831227
3259831215,3259831201
1568204529,3259831227
1568204529,1568204490
1568204529,1568204545
1568204512,1568204518
1568204518,1568204543
1568204518,3259831216
1568204518,1568204512
1568204518,3259831227
1568204543,1568204518
1568204543,3259831234
1568204543,3259831242
1568204543,1568204532
3259831227,1568204529
3259831227,3259831234
3259831227,3259831215
3259831227,1568204518
1568204545,3259831234
1568204545,1568204529
1568204545,1568204615
1568204532,5012466357
1568204532,1568204543
1568204532,8491423713
5012466357,1568204532
5012466357,5012466355
5012466357,1601695080
8491423713,8491423714
8491423713,1601695077
8491423713,1568204532
12377445757,2508808961
12377445757,1568204537
12377445757,12377445756
9727654538,6970156783
9727654538,9727637016
9727654538,9727637015
3259831234,1568204545
3259831234,3259831242
3259831234,3259831227
3259831234,1568204543
3259831242,3259831247
3259831242,3259831234
3259831242,1568204615
3259831242,1568204543
1568204615,3383437132
1568204615,3259831242
1568204615,1568204545
3383437132,1568204615
3383437132,10311649307
3383437132,3383437134
1568204708,1568204824
1568204708,1568204803
1568204708,4571908078
4571908078,1568204824
4571908078,3616245807
4571908078,1568204708
4571908078,4571908018
3616245803,3618330816
3616245803,1568204803
3616245803,3616245797
4334367908,4771494335
4334367908,1568204828
4334367908,4334367906
12310225751,1568204881
12310225751,9766272958
12310225751,12310225778
1568204892,3622528960
1568204892,4691276956
1568204892,1568204896
3622528960,1568204892
3622528960,4569427501
3622528960,3616199496
4691276956,1568204892
4691276956,1568204970
4691276956,1568205004
3616199512,1568204896
3616199512,3616199499
3616199512,3616198592
1568204970,4691276956
1568204970,1568204974
1568204970,1568205004
1568204974,11504343368
1568204974,9288468444
1568204974,1568204970
1568205004,3616144486
1568205004,1568204970
1568205004,4691276956
11504343368,9288468504
11504343368,1568204974
11504343368,11504343371
9288468444,9288468443
9288468444,1568204974
9288468444,11504343401
3616144486,1568205004
3616144486,3616200697
3616144486,1568205010
12111434666,12111434780
12111434666,1568222030
12111434666,12111434664
1569484194,1569484187
1569484194,1569484158
1569484194,1569484216
11188440536,1569484216
11188440536,11231249084
11188440536,11188445444
1569484261,11188440524
1569484261,1569484216
1569484261,1569484290
1569484410,1569484436
1569484410,1569484220
1569484410,1601687933
11231249084,11188440536
11231249084,1569484220
11231249084,11231249109
1569484234,1569484321
1569484234,12299190457
1569484234,1569484299
1569484321,1569484234
1569484321,1569484370
1569484321,1569484408
12299190457,12299190459
12299190457,12299190458
12299190457,1569484234
1569484299,1569484264
1569484299,1569484370
1569484299,1569484234
1569484254,12299190459
1569484254,1569484290
1569484254,1569484288
12299190459,12299190457
12299190459,1569484254
12299190459,12299190458
1569484290,1569484254
1569484290,1569484373
1569484290,1569484261
1569484288,1569484323
1569484288,1569484254
1569484288,1569484369
7388819698,1569484259
7388819698,4398138361
7388819698,7388819696
13526674243,1569484259
11188440524,1569484450
11188440524,1569484261
11188440524,1569484487
3063780250,13389430173
3063780250,1569484264
1569484323,1569484288
1569484323,1569484452
1569484323,1569484369
1569484369,1569484439
1569484369,1569484323
1569484369,1569484288
1569484373,1569484290
1569484373,1569484452
1569484373,1569484495
1569484370,12299486453
1569484370,1569484299
1569484370,1569484321
1569484370,2122468434
1569484408,1569484321
1569484408,1569484434
1569484408,12299486453
1569484452,1569484456
1569484452,1569484373
1569484452,1569484323
1569484372,1569484340
1569484439,1569484434
1569484439,1569484369
1569484439,1569484456
12299486453,2122468434
12299486453,1569484370
12299486453,1569484408
2122468434,12299486453
2122468434,1569484370
2122468434,12299486456
2122468434,12299190465
1569484495,1569484456
1569484495,1569484497
1569484495,1569484526
1569484495,1569484373
1569484434,1569484408
1569484434,1569484439
1569484434,12299190458
1569484436,11231249109
1569484436,1569484410
1569484436,1569484565
1569484436,1569484525
1601687933,1601687931
1601687933,1569484410
1601687933,1025289209
12299190458,12299190457
12299190458,12299190459
12299190458,1569484434
11231249109,1569484454
11231249109,1569484436
11231249109,11231249084
1569484565,1569484584
1569484565,1569484571
1569484565,1569484436
1569484565,1601687975
1569484525,1569484584
1569484525,1569484454
1569484525,1569484436
1569484456,1569484452
1569484456,1569484495
1569484456,1569484439
1569484450,11188445444
1569484450,11188440524
1569484450,1569484487
11188445444,1569484450
11188445444,1569484454
11188445444,11188440536
1569484487,1569484497
1569484487,1569484450
1569484487,11188440524
1569484454,11188445444
1569484454,11231249109
1569484454,1569484525
1569484497,1569484487
1569484497,1569484495
1569484497,1569484526
1569484526,1569484497
1569484526,1569484495
1569484526,12299486456
1569484526,1569484598
1569484584,1569484565
1569484584,1569484525
1569484584,1569484635
1569484584,1569484594
12299486456,11188445464
12299486456,1569484526
12299486456,2122468434
1569484598,1569484526
1569484598,1569484655
1569484598,1569484594
1569484545,1601687982
1569484545,11188440517
1569484545,2508808866
1601687982,1569484545
1601687982,1601687975
1601687982,1569484571
11188440517,1601687975
11188440517,1601687931
11188440517,1569484545
2508808866,3210988657
2508808866,1569484545
2508808866,10929006525
1569484571,1569484635
1569484571,1569484565
1569484571,1601687982
1601687975,11188440517
1601687975,1569484565
1601687975,1601687933
1569484635,1569484666
1569484635,1569484571
1569484635,1569484584
1569484594,1569484655
1569484594,1569484598
1569484594,1569484584
1569484655,1569484594
1569484655,11188445464
1569484655,1569484664
1569484655,1569484598
11188445464,12299486456
11188445464,1569484655
11188445464,1569484668
1569484664,1569484668
1569484664,1569484674
1569484664,1569484655
1569484668,1569484664
1569484668,11188445464
1569484668,1569484674
1569484674,1569484666
1569484674,1569484668
1569484674,1569484664
9242988752,1569484705
9242988752,2508716626
9242988752,4438138087
1569484709,13617148930
1569484709,1569484740
1569484709,1569484705
2508716621,1569484705
2508716621,2508716626
2508716621,2122465045
13617148930,13617148936
13617148930,13617148936
13617148930,1569484709
1569484740,1569484709
1569484740,1569484746
1569484740,4438138088
1569484723,1569484716
1569484723,1569484720
1569484723,1569484752
4438247600,1569484757
4438247600,1569484716
4438247600,4438247601
1569484720,1569484723
1569484720,13617148936
1569484720,1569484746
13617148936,1569484720
13617148936,13617148930
13617148936,13617148930
1569484746,1569484720
1569484746,1569484740
1569484746,1569484752
1569484752,1569484723
1569484752,1569484746
1569484752,1569484757
4438138088,9242988770
4438138088,4438138087
4438138088,1569484740
4438148318,1569484749
4438148318,4438148317
4438148318,4438148289
1818570464,1818570434
1818570464,4477484337
1818570464,1569484749
1569484757,2860767364
1569484757,4438247600
1569484757,1569484752
2860767364,1569484757
2860767364,4438247601
2860767364,1569484789
1569484794,1569484772
1569484794,4438144282
1569484794,4438148317
9242988770,1569484789
9242988770,4438138088
9242988770,9242988751
10217070768,1570026023
10217070768,1601688027
10217070768,3616283275
1579644701,2204427800
1579644701,1579644717
1579644701,2421216473
2204427800,1579644701
2204427800,9931881940
2204427800,2204427809
1579644717,1579644706
1579644717,1579644721
1579644717,1579644701
2421216473,2566966549
2421216473,4571907997
2421216473,1579644701
1579644706,2421216710
1579644706,2421216526
1579644706,1579644717
2421216710,4571908071
2421216710,2421216700
2421216710,1579644706
2421216526,13415416502
2421216526,1579644706
2421216526,2421216700
1579644721,2504299625
1579644721,1579644722
1579644721,1579644717
1579644718,2504299625
1579644718,2504299625
1579644718,2421216516
2504299625,1579644718
2504299625,1579644718
2504299625,1579644721
2421216516,1579644718
1579644722,2204456152
1579644722,2421216726
1579644722,1579644721
2421216726,1579644723
2421216726,1579644723
2421216726,1579644722
1579644723,2504299678
1579644723,2421216726
1579644723,2421216726
8734085614,4955168736
8734085614,1591399771
8734085614,10846732708
9913483139,1591399771
1596009838,1596009839
1596009838,1596009842
1596009838,4701938705
1596009842,1603437110
1596009842,1596009838
1596009842,1603437083
4701938705,1601689284
4701938705,1603437110
4701938705,1596009838
3201790699,1596009839
3201790699,3201790695
3201790699,3201790700
3201790717,1596009839
3201790717,3201790719
3201790717,3201790713
1603437110,1596009842
1603437110,4701938705
1603437110,1603437116
1603437083,3207287872
1603437083,1596009842
1603437083,1603437116
1596738186,13359497859
1596738186,13359497853
1596738186,13359497862
1596738186,13380875772
13359497859,1596738186
13359497853,1596738186
13359497862,1596738186
1596738204,2506590533
1596738204,1596738207
2506590533,2506590526
2506590533,2506590531
2506590533,1596738204
1596738207,2991117672
1596738207,13526491470
1596738205,1596738207
1596738205,1596738204
1596738206,10079254624
1596738206,13526491466
10079254624,13526491465
10079254624,1601687743
13526491466,1596738205
13526491466,1596738208
2991117672,13526491469
2991117672,1596738209
13526491470,1596738208
13526491470,1596738205
1596738208,2006216737
1596738208,1596738206
2006216737,2006216736
2006216737,253820648
1596738209,9699794964
1596738209,1601687824
9699794964,1849109595
9699794964,1596738209
9699794964,9699794967
1599555485,1599555500
1599555485,3075233154
1599555485,7277997732
1599555500,1599555485
1599555500,4642971475
1599555500,1599555504
3075233154,1599555487
3075233154,1599555485
3075233154,3075233158
1599555487,2566715517
1599555487,5265700071
1599555487,3075233154
2566715517,4386109057
2566715517,1599555487
2566715517,8480832121
5265700071,10706759383
5265700071,1599555487
5265700071,5265700069
1599555504,1599555500
1599555504,7580458801
1599555504,3540614208
7580458801,1599555504
7580458801,13466617844
7580458801,13466617837
3540614208,1599555504
2964397329,1599555506
2964397329,2964397330
2964397329,3540614211
5265700069,5265700071
5265700069,1599555506
5265700069,13466605671
1599555519,2862052296
1599555519,10589344644
1599555519,2555606669
2862052296,10270062348
2862052296,4724593332
2862052296,1599555519
10589344644,2677670372
10589344644,1599555519
10589344644,10589344646
2555606669,2669116180
2555606669,1599555519
10130690450,1600265147
10130690450,7864614752
10130690450,10175412118
10130690450,10175352194
10175352210,10175352213
10175352210,1600265147
10175352210,10175412183
2467282466,1600492561
2467282466,2467282473
2467282466,2467282531
4777655547,4777655206
4777655547,1600492561
4777655547,10233684277
1600492562,13137832807
1600492562,13137825067
1600492562,13137825069
13137832807,13137832801
13137832807,13137832801
13137832807,1600492562
13137825067,1600492562
13137825067,5174418054
13137825067,13137825069
13137825069,1600492562
13137825069,10233716322
13137825069,13137825067
1600492563,10233684268
1600492563,9236375949
1600492563,10233684277
1600492563,13137825014
10233684268,1600492563
10233684268,10233684286
10233684268,10233684265
9236375949,4777655206
9236375949,1600492563
9236375949,2169569373
9236375949,11939598476
10233684277,4777655547
10233684277,1600492563
10233684277,12299267098
13137825014,1600492563
13137825014,5174418022
13137825014,12844577882
1600492564,5174417654
1600492564,5174417652
1600492564,5174417649
5174417654,13137825061
5174417654,1600492564
5174417654,9236375982
5174417652,1600492564
5174417649,1600492564
3897585965,3362495807
3897585965,3362489992
1600769064,1600769072
1600769072,1600769073
1600769072,3362495798
1600769070,3362489992
1600769070,3897585968
3362489992,2551268439
3897585968,1600769051
3897585968,3897585965
1600769073,3163902461
3362495798,1600769077
3362495798,3897585975
3163902461,3163902462
3163902461,3362495803
3897585975,3897585978
3897585975,1600769073
13526491462,2991097122
13526491462,13526491465
1601687822,2991117673
1601687822,13526491469
2991117673,1596738208
13526491469,2991117673
13526491469,13526491470
1601688027,10217070768
1601688027,9420119382
1601688027,9360005859
9420119382,2604800684
9420119382,1601688027
9420119382,9420119395
9360005859,4108392126
9360005859,11850246373
9360005859,1601688027
1601688158,10929006525
1601688158,1601688206
1601688158,10929006523
10929006525,1601688158
10929006525,10929006526
10929006525,2508808866
10929006525,10929006530
1601688206,10929006520
1601688206,1601688262
1601688206,10929006522
10929006523,10929006522
10929006523,10929006522
10929006523,1601688158
1601688193,2617930042
1601688193,9420119375
2617930042,1601688193
2617930042,9420119375
2617930042,9420119393
9420119375,5271764264
10929006520,1601688206
10929006520,1601688270
10929006520,10929006530
1601688262,1601688246
1601688262,1601688282
10929006522,10929006523
10929006522,10929006523
10929006522,1601688206
1601688209,1601688193
1601688209,9420119383
9420119383,1601688209
9420119383,1603964705
9420119383,9420119392
1601688245,2815911183
1601688245,1601688275
2815911183,1601688245
2815911183,13529053091
2815911183,1601693856
1601688275,1601688282
1601688275,1601688246
1601688246,1601688275
1601688246,1601688245
1601688282,1601688298
1601688282,10857985812
1601688270,1601688262
1601688270,1601688298
1601688270,10929006520
1601688298,1601688305
1601688298,1601688270
1601688298,1601688418
1601688280,1601688270
1601688280,10929006529
10929006529,10929006528
10929006529,10929006530
10929006529,10929006526
10857985812,9719924763
10857985812,9719924762
1601688294,1601688280
1601688294,1601688307
1601688294,13612885050
1601688307,1601688340
1601688307,1601688294
13612885050,13612885049
13612885050,13612885049
13612885050,1601688294
1601688305,1601688307
1601688305,1601688280
1601688418,10928812834
1601688418,1601688298
1601688340,2792799396
1601688340,13612885049
1601688340,1601688294
13612885049,1601688340
13612885049,13612885050
13612885049,13612885050
1601688409,1601985030
1601688409,1601985032
1601688409,2617930047
1601985030,1601688409
1601985030,2834284786
1601985030,3207287429
2617930047,2617930048
2617930047,8235937981
3641302420,2955096417
3641302420,2955096418
3641302420,4571908076
10928812834,10857985812
10928812834,1601688842
3309823001,8393239335
3309823001,1601688526
3309823001,8393239336
8393239333,4401542896
8393239333,1601688526
8393239333,8393239335
8393239342,5645347475
8393239342,8393239341
8393239342,8393239344
8393239342,1601688526
5645347474,3309822996
1601688610,2421216444
1601688610,1601688505
1601688610,2566966536
2566966536,2566966551
2566966536,1601688610
2566966536,5733829436
1601688707,1601688796
1601688707,1601688811
1601688796,1601688811
1601688796,1601688784
1601688811,1601688838
1601688811,258421980
1601688734,8235937966
1601688734,1601688755
8235937966,8235937967
8235937966,8235937962
1601688755,1601688739
1601688755,1601688734
1601688755,3309823003
1601688739,1601688781
1601688739,8236639348
1601688739,1601688755
1601688781,1601688796
1601688781,9420119368
8236639348,1601688781
8236639348,1601688739
8236639348,4401542915
9420119368,11770061690
1601688784,1601688755
1601688784,1601688734
1601688784,1601688781
1601688804,1601688784
1601688804,1601688820
1601688820,1601688809
1601688820,1601688804
1601688820,1601688835
1601688838,9420119329
1601688838,1601688844
1601688929,1601688893
1601688929,8235937991
9420119329,1601689031
9420119329,1601688963
1601688842,10928812838
1601688842,9727654522
10928812838,9719924779
9727654522,9719924779
9727654522,10079190926
1601688872,1601688804
1601688893,1601688872
1601688893,1601688820
8235937991,8235937990
8235937991,8236686950
8235937991,10080202996
8235937991,1601688929
1601688963,2416553174
1601688963,1601688868
7394154607,1601689137
7394154607,4121324048
4121324047,1601688965
4121324047,1603437125
4121324047,4121324048
1601688969,1601689059
1601688969,8665305330
1601688969,3383437153
1601689059,1601689123
1601689059,9393336552
1601689059,1601688969
1601689059,9393336558
8665305330,8665305329
8665305330,1601688969
8665305330,1601695081
3383437153,4764722771
3383437153,3383437155
3383437153,1601688969
1601689023,9719924778
1601689023,11826157460
9719924778,9727654530
9719924778,11826157449
11826157460,1601689023
11826157460,10857959271
11826157460,11826157449
1601689030,1601689239
1601689030,9727654548
1601689239,1601689277
1601689239,9393336558
1601689239,9393336559
1601689239,1601689030
9727654548,9727654518
9727654548,9727654551
1601689031,5271818846
1601689031,2416553174
5271818846,2617930055
5271818846,8259598050
5271818846,5271818856
1601689054,6970170448
1601689054,5012466354
6970170448,4600003518
6970170448,1601689030
5012466354,5012466352
5012466354,6970170448
5012466354,3383437135
5012466354,8335372457
1601689123,1601689277
1601689123,1601689059
1601689123,9393336548
9393336552,1601689059
9393336552,9393336536
9393336552,9393336548
9393336558,1601689123
9393336558,1601689239
9393336558,1601689059
1601689277,1601689239
1601689277,1601689354
1601689277,1601689123
1601689277,1601689312
9393336548,1601689139
9393336548,9393336552
1601689137,1601689201
1601689137,4121324060
1601689201,1601689381
1601689201,4121324061
4121324060,4121324061
4121324060,1601689284
4121324060,4121324054
1601689139,1601689137
1601689139,1601688965
1601689184,1601689139
1601689184,1601689201
1601689381,1601689418
1601689381,1601689383
4121324061,1601689325
4121324061,10061539880
4121324061,4121324060
9393336559,1601689239
9393336559,1601689023
9393336559,1601689420
1601689354,9393336559
1601689354,1601689277
1601689354,1601689420
1601689312,1601689277
1601689312,1601689184
1601689284,4701938705
1601689284,8236686950
8236686950,8235937991
8236686950,1601688872
1601689325,10061539880
1601689325,2465833275
10061539880,4121324061
10061539880,1601689381
1601689420,1601689354
1601689420,1601689441
1601689420,9393336559
1601689420,9393336569
1601689418,1601689425
1601689418,1601689447
1601689383,1601689184
1601689383,1601689312
1601689425,1601689383
1601689425,9393336527
1601689447,1601689459
1601689447,11756480761
9393336569,1601689354
9393336569,1601689420
9393336527,9393336529
9393336527,9393336569
11756480761,11756480767
11756480761,1601689447
11756480761,11756480766
1601689449,1601689425
1601689449,1601689453
1601689453,11793888637
1601689453,1601689449
1601689453,11793888639
1601689450,11793888633
1601689450,11793888653
1601689450,5058518820
11793888633,1601689450
11793888633,11793888635
11793888633,11793888634
11793888653,1601689450
11793888653,11793888651
11793888653,11793888652
5058518820,5058518819
5058518820,1601689450
5058518820,5058518818
11793888637,11793888635
11793888637,1601689453
11793888637,11793888638
11793888639,11793888641
11793888639,11793888640
11793888639,1601689453
1601693856,13529054104
1601693856,8665524683
1601693856,2815911183
13529054104,13529053098
13529054104,1601693856
13529054104,13529054179
8665524683,8665524675
8665524683,1601693861
8665524683,1601693856
1601693861,13529054105
1601693861,2815911186
1601693861,8665524683
13529054105,1601693861
13529054105,13529054179
13529054105,5054492973
2815911186,2815911188
2815911186,1601693861
2815911186,10291562393
1601695076,2210423377
1601695076,3259705346
1601695076,7801590058
3259705346,3259705343
3259705346,1601695076
3259705346,3259705344
7801590058,5057830724
7801590058,1601695076
1601695077,8491423717
1601695077,8491423713
1601695077,3259831216
1601695077,8491423716
8491423717,1601695077
8491423717,8491423711
8491423717,3259831201
8491423716,1601695077
1601695081,8665305330
1601695081,1601695080
1601695081,3383437149
3383437149,11901204690
3383437149,10604361312
3383437149,1601695081
1601973474,9281238516
1601973474,6485672702
1601973474,10733105438
9281238516,11036255803
9281238516,1601973474
9281238516,11036255800
6485672702,6485672701
6485672702,11881586837
6485672702,1601973474
10733105438,2569754230
10733105438,11036255801
10733105438,1601973474
6485672708,6485672474
6485672708,1601973494
6485672708,2801772625
9513406103,9513406102
9513406103,9513406112
9513406103,1601973494
3978296962,1601985020
3978296962,3935559376
3978296962,9043639464
10564075845,7475290974
10564075845,9162139485
10564075845,8733927118
10564075845,1601985020
2566715547,2418111686
2566715547,2418111586
2566715547,1601985020
2566715547,3523002443
2508716482,1601985026
2508716482,2508716476
2508716482,3242230486
3207287429,8235937981
3207287429,1601985030
3207287429,1601985027
1601985028,1601985029
1601985028,5076733766
1601985028,12104960872
1601985029,5076733757
1601985029,1601985028
1601985029,5076733732
5076733766,1601985028
5076733766,5076733767
5076733766,5076733732
12104960872,8235937981
12104960872,1601985028
12104960872,12104960882
5076733757,12104960876
5076733757,1601985029
5076733757,5076733729
5076733732,1601985029
5076733732,12104961570
5076733732,5076733766
5076733732,12104961571
2834284786,1601985030
2834284786,3207287455
2834284786,8393239332
3207287863,1601985032
3207287863,3201772591
3207287863,8235910174
1601985034,3207287864
1601985034,5076733730
1601985034,5076733787
3207287864,1601985034
3207287864,1601985037
3207287864,3207287867
5076733730,5076733773
5076733730,1601985034
5076733730,5076733787
5076733730,12104961639
5076733787,5076733774
5076733787,5076733730
5076733787,1601985034
1601985037,3207287864
1601985037,5076733784
1601985037,5076733780
